title,content,keyword,url
소득상위 20%가 가계대출 잔액 53% 점유,"한국은행 ‘가계부채 증가 원인과 영향’2022년 10월 서울 시내 한 부동산중개업소에 전세 매물 정보가 붙어 있다. 연합뉴스  2010년 이후 금융권 가계대출이 소득 상위 계층에게 편중된 채로 주택가격 상승을 이끌고 있으며, 이런 고소득층 위주의 가계부채 증가를 방치하면 우리 경제의 성장동력을 떨어뜨리고 자산불평등 심화를 초래할 것이라는 중앙은행의 경고가 나왔다. 한국은행 경제연구원은 17일 발표한 ‘장기구조적 관점에서 본 가계부채 증가 원인과 영향 및 연착륙 방안’ 보고서에서 우리나라 명목 국내총생산(GDP) 대비 가계부채 비율은 2010년 70%대에서 2022년 말 105%로 높아져 주요 43개국 중 스위스(128. 3%)·호주(111. 8%)에 이어 세번째로 높아졌다고 밝혔다. 수요 측면의 가계부채 증가 원인으로는 2008~2009년 글로벌 금융위기 이후 장기화한 저금리 기조 속에서 주택 등 자산투자 목적의 대출 증가가 꼽혔다. 보고서는 빠른 속도로 증가한 가계부채의 구조적 특징으로 고소득층 차주(대출자) 및 가구를 중심으로 대출이 이뤄진 점을 꼽았다. 2022년 말 전체 가계부채 잔액에서 ‘신용활동인구’(약 4740만명) 기준 소득 분위별 분포를 보면, 2022년 전체 개인소득 대비 소득상위 20%의 소득점유율은 37%인데 이들의 가계대출 잔액 점유율은 53%에 이르렀다. 나머지 80% 소득계층과는 달리 소득보다도 더 많은 대출 금융자원을 점유하고 있는 셈이다. 즉 금융거래가 가능한 인구 10명 가운데 소득 상위 2명이 전체 가계대출의 절반 이상을 차지하고 있다는 것이다. 반면에 소득하위 20%의 경우 소득점유율은 7%로, 대출 잔액 점유율(6%)이 1%포인트 더 낮았다. 이경태 한은 경제연구원 부연구위원은 “가구단위로 살펴보더라도 우리나라 소득 5분위 가구의 대출잔액 점유율은 약 43%로 캐나다(30. 5%)나 뉴질랜드(25%) 등 다른 국가와 비해 높은 편이어서 소득 수준에 따른 대출 접근성에 상당한 격차를 확인할 수 있다”고 설명했다. 만기일시상환 방식의 대출이 전체 가계대출에서 53. 7%를 차지할 만큼 지나치게 비중이 높은 것도 문제로 지적됐다. 대출 뒤 2~5년 동안은 이자만 지급하다가 만기 때 한꺼번에 원금을 상환하는 방식은 경제 상황이나 자산가격 변동에 따라 가계는 물론 전체 금융시스템에 취약성을 키울 수밖에 없다. 한은은 가계부채 누증에 따른 금융 불안을 막으려면 총부채원리금상환비율(DSR)의 예외 범위를 축소하고, 담보인정비율(LTV)이 높거나 만기일시상환 대출에 대해서는 추가 가산금리를 적용해 관련 대출 축소를 유도해야 한다고 조언했다. 보고서는 “가계부채가 국내총생산의 100%를 웃도는 기간이 길어지면 소비가 위축되고 금융을 통한 자원 배분의 효율성도 떨어져 성장률도 하락한다는 실증연구 사례가 많다”며 “가계부채의 중장기 ‘디레버리징(대출 축소와 대출 상환)’ 목표를 세워 금융건전성 규제와 함께 통화정책 수단까지 결합한 종합적인 정책체계 수립이 필요하다”고 강조했다. .",대출,https://n.news.naver.com/mnews/article/028/0002648515?sid=101
기준금리 4차례 동결했는데…주담대 대출금리 또 오른다,"6월 코픽스 0. 14%p↑신규취급액 기준 3. 70%시중은행, 18일부터 인상분 반영한국은행이 지난 13일 기준금리를 연 3. 5%로 네 차례 연속 동결했지만, 주택담보대출 등 대출금리는 연일 상승세를 지속하고 있다. 서울 시내 한 시중은행 앞에 붙어 있는 대출상품 관련 현수막. 연합뉴스한국은행이 지난 13일 기준금리를 연 3. 5%로 네 차례 연속 동결했지만, 주택담보대출 등 대출금리는 연일 상승세를 지속하고 있다. 변동형 주담대와 전세자금 대출의 준거금리가 되는 자금조달비용지수(COFIX·코픽스)가 또 올랐기 때문이다. 17일 은행연합회에 따르면 6월 신규 취급액 기준 코픽스는 5월(3. 56%)보다 0. 14%포인트(P) 높은 3. 70%로 집계됐다. 앞서 4월(3. 44%) 기준금리(3. 50%) 아래로 추락한 코픽스는 5월 반등한 뒤 6월에도 오름세를 유지했다. 잔액 기준 코픽스도 3. 76%에서 3. 80%로 0. 04%P 높아졌다. 코픽스는 국내 8개 은행이 조달한 자금의 가중평균금리로, 은행이 실제 취급한 예·적금, 은행채 등 수신상품의 금리 변동이 반영된다. 코픽스가 떨어지면 그만큼 은행이 적은 이자를 주고 돈을 확보할 수 있다는 뜻이고, 코픽스가 오르면 그 반대의 경우다. 구체적으로 신규 취급액 코픽스와 잔액 기준 코픽스는 정기예금, 정기적금, 상호부금, 주택부금, 양도성예금증서, 환매조건부채권매도, 표지어음매출, 금융채(후순위채 및 전환사채 제외) 수신상품의 금리 등을 바탕으로 산정된다. 2019년 6월부터 새로 도입된 '신(新)잔액기준 코픽스'(3. 18%) 역시 한 달 새 0. 04%P 상승했다. 신잔액 코픽스에는 기타 예수금과 차입금, 결제성자금 등이 추가로 고려된다. 이에 따라 시중은행들은 18일부터 신규 주택담보대출 변동금리에 이날 공개된 코픽스 금리를 반영할 예정이다. KB국민은행의 경우 주담대 신규 코픽스 기준 변동금리가 4. 21∼5. 61%에서 4. 35∼5. 75%로 높아진다. 신규취급액 코픽스 기준 전세자금대출(주택도시보증공사 보증) 금리도 3. 86∼5. 26%에서 4. 00∼5. 40%로 코픽스 상승 폭(0. 14%P)만큼 오른다. 신잔액 코픽스 기준 주택담보대출와 전세자금대출 변동금리는 각 4. 13∼5. 53%, 3. 69∼5. 09%에서 4. 17∼5. 57%, 3. 73∼5. 13%로 상향 조정된다. 우리은행의 주담대 신규취급액 코픽스 기준 변동금리 역시 4. 33∼5. 53%에서 4. 47∼5. 67%로 0. 14%p 인상되고, 신잔액 코픽스 기준 변동금리도 0. 04%p(4. 35∼5. 55%→4. 39∼5. 59%) 높아진다. .",대출,https://n.news.naver.com/mnews/article/082/0001222471?sid=101
세입자 못 구한 집주인 자가 거주·기존 전세계약 연장 때도 대출 가능,"[앵커] 전세가격이 떨어지면서 기존 세입자에게 보증금을 돌려줘야 하는데,  새로 받을 수 있는 전세금이 돌려줄 전세금에 못 미치는  이른바 역전세 상황에 놓인 집주인들이 적지 않죠. 이런 집주인들이 모자란 전세보증금만큼 대출을 더 받을 수 있습니다. 자세한 내용을  김혜주 기자가 정리했습니다. [리포트] 대출을 더 받으려는 집주인은 먼저 전세계약 시기부터 살펴봐야 합니다. 이달 3일 이전에 계약해야 하고,  대출받는 시기 전후로  계약 기간이 끝나  전세금을 돌려줘야 한다는 게 계약서에서 확인돼야  대출을 받을 수 있기 때문입니다. 후속 세입자를 구했지만,  반환해야 할  전세 보증금이 부족하다면  모자란 금액만큼  대출을 더 해 줍니다. 새로운 세입자를 못 구했다면 어떨까요? 일단  기존 세입자에게 보증금을 돌려주기 위해  대출을 받아야겠다, 가능합니다. 또 집주인이 직접 살겠다,  이 경우에도 보증금 반환 대출받을 수 있습니다. 기존 세입자와 계약을 연장하는데  전세가 하락으로 보증금을 깎아줘야 해서 돈이 필요한 경우에도 대출이 가능합니다. 다만 조건이 까다롭습니다. 기존 세입자와 계약을 연장하려면  계약서를 다시 써야 하고,  집주인이 직접 거주할 때는 대출 뒤 한 달 안에 입주해 최소한 2년을 살아야 합니다. 은행이 국토부 연계 시스템을 통해  이 모든 걸 확인합니다. 대출받는 데 가장 중요한 조건은  전세금반환 보증보험 가입입니다. 대출을 더 받으려면  집주인이  직접 보증보험에 가입하거나  세입자가 가입한 보험료를 대신 내줘야 합니다. 관련 보험상품이  새로 출시됐는데요. 주택도시보증공사나  주택금융공사 쪽이 조금 싸지만 보증액 한도를 따져봐야 합니다. 보험료는 전세금 3억 원짜리 아파트라면  연간 최대 55만 원 정도입니다. 계약은 꼭  공인중개업소를 통해야 하고,  대출받는 동안엔 집주인은 새집을 살 수 없습니다. KBS 뉴스 김혜주입니다. 영상편집:박철식/그래픽:김지혜 김성일  ■ 제보하기▷ 전화 : 02-781-1234, 4444▷ 이메일 : kbs1234@kbs. co. kr▷ 카카오톡 : 'KBS제보' 검색, 채널 추가▷ 네이버, 유튜브에서 KBS뉴스를 구독해주세요!.",대출,https://n.news.naver.com/mnews/article/056/0011533770?sid=101
팔 걷은 금융권… 특별대출 등 종합지원 [전국 ‘물폭탄’],"KB 등 성금 5억∼10억씩 기부재계선 구호물품 등 긴급전달전국적인 집중호우에 인명·재산피해가 늘자 국내 4대(KB국민·신한·하나·우리) 금융그룹이 피해 복구 성금과 함께 종합적인 지원에 나섰다. 16일 4대 금융그룹은 일제히 특별 대출, 금리 우대, 만기 연장 등 종합금융지원을 실시한다고 밝혔다. 16일 경북 예천군 감천면 벌방리 산사태 현장에서 한 주민이 맨손으로 토사를 퍼내고 있다. 연합뉴스    KB금융은 장마철 집중호우 피해 발생에 대비해 특별 대출, 만기 연장, 금리 우대, 보험료와 카드 결제대금 유예 등의 금융지원 프로그램을 지난달 말부터 선제적으로 대응해 왔다. 이와 함께 KB금융은 성금 10억원을 전달할 예정이다. 신한금융은 성금 10억원을 기부하고 1인당 최대 5000만원의 긴급생활안정자금을 지원하는 등의 1500억원 규모 종합금융지원을 실시한다. 신한은행은 자연재해 피해고객에 대해 총 225억원 규모의 보증 대출과 1. 5%포인트 추가 금리를 인하한다. 하나금융은 총 10억원의 성금을 전달키로 했다. 하나은행은 개인과 기업 긴급대출 등 총 2000억원 한도의 신규 자금을 지원한다. 하나카드는 집중호우 피해일 이후 6개월까지 사용한 장·단기 카드대출 수수료를 30% 할인하기로 했다. 우리금융도 피해 복구에 5억원을 기부한다. 소상공인과 중소기업에 총 한도 2000억원 규모의 지원에 나선다. 우리은행은 대출 금리와 수수료 감면으로 소상공인, 중소기업, 지역주민의 금융비용 부담을 줄여 재기를 지원할 예정이다. 사진=연합뉴스    각 카드사도 피해 고객을 대상으로 카드대금 청구 유예, 유예기간 종료 후 분할상환 등을 지원한다. 재계도 수해 복구에 힘을 보탰다. HD현대의 비영리 재단법인 ‘HD현대1%나눔재단’은 이날 희망브리지 전국재해구조협회에 수해복구 성금 5억원을 기탁한다고 밝혔다. HD현대건설기계와 HD현대인프라코어도 집중호우 피해 지역을 돕기 위해 각각 10대씩 총 20대의 굴착기와 인력을 지원하기로 했다. GS리테일은 충청북도와 경상북도 지역에 긴급구호물품을 전달했다. 생수 3000개와 초코파이, 에너지바 등으로 구성된 구호물품은 대한적십자사 충북지사와 영주시청, 예천 군민체육센터로 전달돼 이재민과 구호요원들에게 지급될 예정이다. BGF리테일은 충남 논산과 금산, 충북 괴산, 청주 등에 생수와 라면, 이온음료 등 1000만원 상당의 구호물품을 지원했다. .",대출,https://n.news.naver.com/mnews/article/022/0003834396?sid=101
"“어차피 안되겠지, 포기했다가 깜놀”…‘이곳’선 대출이자 5% 아껴, 뭐길래","대부업 이용 전 체크 리스트“통장·신분증 맡기면 안 돼”대부업 관련 피해 2배 늘어 [사진 = 연합뉴스]# A씨는 정책금융상품은 “어차피 안되겠지”라는 지레짐작으로 인근 대부업체에서 500만원(이자 연20%)을 빌렸다. 그러나 A씨는 신용등급, 연소득 등 정책금융상품을 이용할 수 있는 조건이 충분했고, 빌린 대출금리는 정책금융상품 보다 연 5% 포인트 이상 높은 것임을 뒤늦게 알고 후회했다. # 급전이 필요했던 B씨는 불법 대부업체로부터 50만원 이하의 소액을 빌리며 차용증을 작성했다. 그런데 차용증에는 B씨가 불법업체에 비상연락망을 제공한 것에 법적 책임을 지고, 연락두절 등 채무상환에 문제가 생기면 비상연락망을 통해 B씨의 지인들에게 연락해 추심하는 것에 동의한다는 내용이 포함돼 있었다. 금융감독원은 최근 계약조건을 제대로 확인하지 않고 불법 대부업체에서 대출받은 뒤 고금리 및 불법 추심 피해 사례가 잇따르자 ‘대부업체 이용 시 기억해야 할 유의 사항들’을 18일 소개했다. 유의 사항에 따르면 ‘어차피 안되겠지’라고 미리 포기하지 말고 서민금융진흥원 콜센터(☎1397) 또는 서민금융통합지원센터(전국 약 50개)를 통해 정책서민금융대출 이용이 가능한지 먼저 확인하는 게 현명하다. 불필요하게 대부업체를 이용해 추가금리 부담이나 불법추심 피해를 예방할 수 있기 때문이다. 또 등록된 대부업체에 대출 문의 뒤 ‘등록 대부업체 통합조회’에 등록되지 않은 전화번호로 연락이 오는 경우 받지 않거나 바로 끊어야 한다. [사진 = 연합뉴스]특히, 통장 또는 휴대전화를 개통해서 넘기거나 신분증을 대부업체 등 다른 사람에게 맡겨서는 절대 안 된다. 통장 또는 휴대전화를 개통해 넘길 경우 휴대전화 소액결제 등을 통해 과중한 채무부담이 발생할 수 있고 대포 통장, 대포폰 등은 또 다른 피해자를 양산해 형사 처벌 대상이 될 수 있다. 아울러 출처가 확인되지 않는 대출 관련 홈페이지나 소셜미디어(SNS) 등에 이름, 연락처 등 개인정보를 남기면 안 된다. 신체 사진, 지인 연락처, 휴대전화 앱 설치를 요구하는 업체는 불법 업체이므로 즉시 거래를 중단해야 한다. 연 20% 초과 대출금리 수취는 민·형사상 불법이고 초과분 이자 계약은 무효라는 점을 알아야 하며 대출 조건을 꼼꼼히 확인한 뒤 대부계약서를 요구해서 보관해야 한다. 신동호 금감원 팀장은 “혹시라도 불법추심 피해를 이미 겪고 있다면 채무자대리인 제도를 적극 활용하고 경찰과 금감원에 빨리 신고해 달라”고 당부했다. 그는 이어 “채무자대리인 제도는 불법추심에 시달리지 않도록 대한법률구조공단 변호사가 채무자를 대신해 추심과정 일체를 대리해 불법성을 검토하고 법률서비스를 지원하고 있다”고 설명했다. 한편 불법 채권추심 관련 피해상담 및 신고 건수는 올 상반기 902건을 기록, 1년 전에 비해 1. 96배 급증했다. .",대출,https://n.news.naver.com/mnews/article/009/0005160182?sid=101
기준금리는 4연속 동결인데 대출금리는 왜 오르나,"6월 코픽스, 전월 대비 0. 14포인트 상승…2개월 연속↑ 연준 추가 금리 인상 전망 등 은행채 금리 상승 여파 신규 대출자 및 변동금리 재산정 주기 맞은 차주 부담↑서울시내 은행 현금인출기 앞에서 시민이 순서를 기다리고 있다. ⓒ연합뉴스한국은행 금융통화위원회가 지난 13일 기준금리를 현 수준인 3. 50%에서 동결했지만 주택담보대출(주담대) 금리 상단이 6%에 진입하는 등 은행권 대출금리는 오히려 상승하고 있다. 미국발 금리 인상 전망에 새마을금고 뱅크런(대규모 자금이탈) 우려 등으로 은행채 금리가 높아지고 있어서다. 이에 은행채 등 수신상품 금리 변동을 반영하는 코픽스(COFIX·자금조달비용지수)도 오르면서 시장금리 상승에 영향을 미칠 전망이다. 17일 은행연합회는 6월 신규 취급액 기준 코픽스가 3. 70%로 전월 대비 0. 14%포인트 상승했다고 공시했다. 지난 4월 3. 44%로 하락하며 기준금리(3. 50%) 이하로 떨어졌던 코픽스는 2개월 연속 상승했다. 잔액 기준 코픽스도 3. 80%로 전월대비 0. 04%포인트 올라 상승세를 이어갔다. 신잔액기준 코픽스도 같은 기간 0. 04%포인트 오른 3. 18%다. 코픽스는 국내 8개 은행이 조달한 자금의 가중평균금리로, 은행이 실제 취급한 예·적금, 은행채 등 수신상품의 금리 변동이 반영된다. 코픽스가 떨어지면 그만큼 은행이 적은 이자를 주고 돈을 확보할 수 있다는 뜻이고, 코픽스가 오르면 그 반대의 경우다. 코픽스가 올라가면서 신규 주담대 변동금리도 상승할 것으로 보인다. 시중 은행들은 오는 18일부터 신규 주담대 변동금리에 이날 공개된 코픽스 금리를 반영한다. 코픽스 상승은 은행채 영향이 크다. 은행들은 대출금리 산정 시 주로 기준금리가 반영된 시장금리(은행채)를 사용한다. 자금 조달에 직접적인 영향을 받기 때문이다. 이 은행채 금리가 꾸준히 상승하고 있다. 은행채 5년물 금리는 5월 초 3. 961%에서 6월 초 4. 093%, 지난 12일 기준 4. 310%까지 올랐다. 지난 3월 초 이후 4개월 만에 가장 높은 수준이다. 은행채 금리 상승에 배경에는 미국 중앙은행인 연방준비제도(연준·Fed)가 오는 26일 기준금리를 연 5. 25~5. 50%로 0. 25%p 올릴 것이라는 전망이 깔려 있다. 기준금리 인상이 끝나지 않았다는 인식이 확산되면서 자금 조달을 위한 은행채 발행 물량이 늘어났고 이에 채권 금리도 꾸준히 오르고 있는 상황이다. 이에 더해 새마을금고 유동성 위기로 단기적으로 채권 매도 수요가 늘어난 점도 일부 영향을 줬다. 예금 대량 인출로 시장이 망가질 수 있다는 위기감에 불안 심리가 높아지면서다. 이창용 한국은행 총재가 지난 13일 서울 중구 한국은행에서 열린 7월 금융통화위원회 금리 결정에 대한 기자간담회에서 발언하고 있다. ⓒ공동취재단자금 조달을 위한 은행권의 움직임도 바빠지고 있다. 사라졌던 연 4%대 예금상품이 등장한 것이다. SH수협은행, SC제일은행, BNK부산은행 등은 최근 연 4%대 정기 예금상품(만기 12개월)을 내놓았다. 지난 14일 기준 주요 정기예금 금리는 3. 72∼3. 90%로 지난달 1일(3. 47∼3. 73%)에 비해 0. 2%포인트 안팎 상승했다. 수신경쟁이 다시 불붙자 대출금리도 덩달아 오르고 있다. 최근 5대 시중은행의 주담대 변동형 금리는 연 4. 21~6. 19%로 집계됐다. 주담대 고정형(혼합형) 금리는 4. 06~6. 0%다. 주담대 변동금리와 고정금리 모두 상단이 6%대로 올라선 상태다. 코픽스가 두 달 연속 오르면서 신규 대출자는 물론 기존 대출자의 부담도 커질 전망이다. 변동금리 재산정 주기를 맞은 차주들의 금리 부담이 커지기 때문이다. 시중은행의 한 관계자는 ""새마을금고 사태가 진정 국면이긴 하지만 여전히 불안요소임에는 틀림없다""며 ""6월 코픽스 상승에 연준의 금리 인상 등 당분간 시장금리의 상승압력이 커지고 있다""고 말했다. .",대출,https://n.news.naver.com/mnews/article/586/0000061247?sid=101
"안양시, 청년 전·월세 보증금 대출이자 지원 하반기 대상자 모집","만 19~39세 임차보증금 3억 원 이하 무주택 세대주 대상안양시 ‘청년 전·월세 보증금 대출이자 지원’ 하반기 대상자 모집 안내문. 사진제공｜안양시경기 안양시가 무주택 청년층의 주거 안정을 위해 ‘청년 전·월세 보증금 대출이자 지원’ 사업 하반기 대상자를 모집한다. 30일 시에 따르면 모집 기간은 다음달 2일부터 오는 10월 31일 오후 6시까지다. 지원내용은 전·월세 보증금을 최대 2억 원 한도 내에서 신규 대출을 추천하고 연 2% 이내에서 이자를 지원한다. 신청 자격은 안양에 거주하거나 전입 예정(대출 후 1개월 내 주민등록 이전 완료자)인 만 19~39세 무주택 세대주로서, 지난해 말 기준 연소득 5000만 원 이하이거나 부부합산 연소득이 8000만 원 이하인 자다. 신규 대출 가능 여부 및 가능액 상담은 시와 협약을 맺은 달안동 소재 ‘NH농협 안양시지부’를 통해 할 수 있다. NH농협 안양시지부와 상담 후 대출이 가능한 경우 안양시 청년지원팀으로 접수하면 된다. 특히 시는 이번 하반기 모집부터 행정안전부 ‘공공 마이데이터’를 활용한 온라인 접수를 통해 자격 서류를 간소화해 이전보다 쉽게 지원 신청할 수 있도록 했다. 자세한 내용은 안양청년광장에서 확인할 수 있다. 최대호 안양시장은 “청년 특별도시 안양에서 청년들이 안심하고 내일을 준비할 수 있도록 안정적인 주거환경 조성에 힘쓰겠다”고 말했다. 안양｜유원상 기자 localki@donga. com.",대출,https://n.news.naver.com/mnews/article/382/0001066259?sid=102
"금감원장 ""가계대출 증가세 걱정 안해도 돼…관리 가능""","""새마을금고 안정세…감독권한 이관 문제는 국회서 논의""외국계 금융회사 CEO 간담회, 인사말하는 금감원장(서울=연합뉴스) 김도훈 기자 = 이복현 금융감독원장이 12일 오전 서울 여의도 페어몬트호텔에서 열린 외국계 금융회사 CEO 간담회에서 인사말을 하고 있다. 2023. 7. 12 superdoo82@yna. co. kr    (서울=연합뉴스) 채새롬 기자 = 이복현 금융감독원장은 13일 최근 은행권 가계대출이 잔액 기준으로 사상 최대를 기록하는 등 증가하고 있는 것과 관련해 ""관리가 가능한 수준""이라고 말했다. 이복현 원장은 이날 한화생명의 '포용적 금융·따뜻한 동행을 위한 상생친구 협약식' 행사에 참석한 뒤 기자들과 만나 ""은행 주택담보대출은 증가했지만, 비은행 주담대나 은행 신용대출은 감소세에 있다""며 ""현재 증가 폭은 걱정할 수준은 아니다""라고 말했다. 그는 가계대출 증가분에는 변동금리에서 고정금리로 바꾸면서 발생한 일부 증가분, 생활안정자금 등이 포함돼 있어서 과도하게 물가를 자극하거나 소비를 촉진할 만한 대출로 구성되지 않았다고 설명했다. 이 원장은 ""(금감원) 예측 결과 연내에는 국내총생산(GDP) 성장률보다 가계대출 증가율이 훨씬 낮을 것으로 예상된다""며 ""(변동금리 위주의) 악성 가계대출 비중도 줄어들고 있어서 결론적으로 가계대출이 관리 가능한 범위 내에 있고 추세도 나쁘지 않다""고 강조했다. 이 원장은 부동산 프로젝트 파이낸싱(PF) 부실 위기가 다시 불거지는 것 아니냐는 지적과 관련해서는 ""자연스러운 구조조정은 불가피할 수밖에 없고, 그 과정에서 일부 시공사나 건설사가 어려움에 직면하겠지만 시스템 리스크로 작용할 것이라고 보지 않는다""며 ""그렇게 되지 않도록 최선을 다할 것""이라고 덧붙였다. 이 원장은 새마을금고 감독 권한이 금융위원회로 이관돼야 한다는 일각의 지적에 대해 ""국회에서 논의가 있을 것으로 생각된다""며 ""업무 소관과 관계 없이 금융시장 안정을 위해 행정안전부와 금융위 요청에 따라 필요한 역할을 하고 있다""고 설명했다. 그는 새마을금고 불안 사태에 대해서는 ""새마을금고와 관련한 걱정은 안 해도 될 정도로 관리가 되고 있다""고 덧붙였다. 그는 최근 금감원이 제2금융권에 대한 상생금융을 강조하는 것이 관치금융 논란을 일으키고 있다는 것을 의식한 듯 ""(상생금융은) 소비자 저변을 확대하고 중장기 성장동력을 확보한다는 차원에서 시장 원리에 반하지 않는다고 생각한다""며 ""여력이 없거나 회사 운영상 적절치 않은 회사에까지 요구하는 것은 아니다""라고 말하기도 했다. 보험사 새 회계기준 관련 소급법·전진법 적용이 업계에서 쟁점이 되는 데 대해서는 다음 달까지 업계 의견을 수렴한 방안이 외부에 공표될 수 있을 것이라고 언급했다. srchae@yna. co. kr.",대출,https://n.news.naver.com/mnews/article/001/0014063805?sid=101
부동산 PF 적신호 켜졌다…금융권 대출 잔액 131조 원 돌파,"금융당국이 금융 시장 안정을 위해 부동산 프로젝트 파이낸싱(PF) 관리에 나서고 있지만 금융권의 대출 잔액이 131조 원을 돌파하고 연체율도 2%를 넘어서는 등 곳곳에 적신호가 켜지고 있습니다. 금융감독원이 국민의 힘 윤창현 의원실에 제출한 자료에 따르면 올해 3월 말 기준 금융권의 부동산 PF 대출잔액은 131조 6천억 원으로 지난해 12월 말의 130조 3천억 원에서 3개월 만에 1조 3천억 원이 늘었습니다. 금융권의 부동산 PF 대출잔액은 2020년 말 92조 5천억 원에서 2021년 말 112조 9천억 원으로, 2022년 말에는 130조를 넘기는 등 매년 급증했습니다. 문제는 지난해부터 부동산 시장 침체로 수익성 및 자금 회수에 문제가 생긴 부동산 PF 사업장이 늘면서 연체율이 올라가고 있는 겁니다. 금융권의 부동산 PF 대출 연체율은 올해 3월 말 기준 2. 01%입니다. 2020년 말 0. 55%, 2021년 말 0. 37% 였던 수치가 지난해 말의 1. 19%로 치솟더니 불과 3개월 사이에 0. 82%포인트(p) 급증한 겁니다. 업권별로 보면 지난해 12월 말과 비교해 올해 3월 말 부동산 PF 대출 잔액이 가장 많이 늘어난 곳은 은행으로 2조 2천억 원이었고 증권도 8천억 원이 증가했습니다. 반면 보험과 저축은행은 각각 4천억 원, 여신전문금융사는 7천억 원이 감소했습니다. 그나마 다행인 것은 올해 3월 말 은행의 부동산 PF 대출 연체율이 '0'이었고 보험사와 상호금융의 연체율도 각각 0. 66%와 0. 10%로 양호하다는 점입니다. 이처럼 부동산 PF 부실 문제가 심각해지자 금융위원회와 금융감독원 등 금융당국은 총력 대응에 나선 상황입니다. 금융당국은 지난 4월 말 재가동한 PF 대주단 협약을 통해 부실 사업장에 대한 '옥석 가리기'를 진행하고 있습니다. 협약이 적용된 부실·부실 우려 사업장은 모두 91곳으로 이 가운데 66곳에 대해 만기 연장, 신규 자금 지원 등 정상화 작업이 추진되고 있습니다. 오는 9월에는 '부동산 PF 사업장 정상화 지원 펀드'도 본격 가동됩니다. 이를 위해 5개 운용사는 자산관리공사에서 각 펀드에 출자하는 1천억 원을 포함해 각각 2천억 원 이상의 펀드를 신속히 조성할 예정입니다. 윤창현 의원은 ""새마을금고의 인출사태에서 보듯 시장은 정부의 대책을 기다려주지 않는다""면서 ""일부 증권사의 부실 규모는 임계치를 넘고 있는 것으로 보여 선제적 채무조정에 돌입할 필요가 있다""고 지적했습니다. (사진=윤창현 의원실 제공, 연합뉴스).",대출,https://n.news.naver.com/mnews/article/055/0001074850?sid=101
다시 나타난 연 4%대 정기예금…가계대출 부담↑,"[앵커] 연 3. 5% 기준금리가 반년째 제자리에 머물고 있지만, 요즘 은행권의 예금금리는 다시 상승 곡선을 그리고 있습니다. 은행에 돈을 맡기는 사람들에겐 좋은 일이지만, 예금금리가 올라가면 대출금리도 상승해 가계 부담이 늘어날 수 있단 우려도 적지 않습니다. 이재동 기자입니다. [기자] 지난해 5%대까지 올랐던 시중은행의 1년 만기 정기예금 금리는 기준금리 인상이 멈추며 올해 2~3% 수준으로 떨어졌습니다. 하지만 최근 들어 분위기가 바뀌었습니다. 한은의 기준금리 동결 행진은 여전히 이어지고 있는데도, 7월 들어 4%대 은행 정기예금이 하나둘씩 다시 등장하기 시작한 겁니다. 이런 흐름은 수치로도 나타납니다. 정기예금 등 은행권 순수저축성 예금 금리는 두 달 연속 상승해 지난 1월 이후 최고 수준을 회복했습니다. 금융당국이 그동안 완화했던 유동성 규제를 강화하면서 자금조달이 필요해진 은행들이 수신금리 인상에 나선 영향 등으로 분석됩니다. 그런데 이건 은행에서 돈을 빌린 이들에겐 나쁜 소식입니다. 은행이 더 많은 이자를 주고 돈을 끌어모으게 되면 소비자에게 돈을 빌려줄 땐 더 비싼 이자를 받을 수밖에 없기 때문입니다. 특히 전세자금 대출을 포함한 주택담보대출을 중심으로 5대 은행의 가계대출이 석 달 연속 증가세를 이어가고 있는 상황. 이 때문에 한은의 기준금리 인상이 재개될 수 있다는 관측까지 나오는데,&lt;이창용 / 한국은행 총재(지난 13일)&gt; ""가계부채가 완만한 하락세를 갖고 연착륙할 수 있도록 통화정책에 중요한 목표의 하나로 생각하고 대응해 나가자는 것이 우리 금통위원들과 저의 생각입니다. ""이 경우 대출금리 추가 인상은 불가피할 전망입니다. 이런 여파에 주택 구입 실수요자를 위해 낮은 이자로 설계된 정책금융상품인 특례보금자리론도 다음달부터 0. 25%p 금리가 오르는 등 서민들의 어려움도 가중될 전망입니다. 연합뉴스TV 이재동입니다. (trigger@yna. co. kr)#한국은행 #이자 #대출연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23.",대출,https://n.news.naver.com/mnews/article/422/0000611716?sid=101
